113	1	-0.8702	0.3544	1.3469
114	1	-1.3576	1.1033	0.2928
115	1	-0.8147	-0.5612	0.8930
116	1	0.7948	-1.5855	-0.4909
117	1	1.4664	0.8300	-0.6790
118	1	0.2051	1.2949	0.8440
119	1	1.1598	0.5412	0.5099
120	1	-0.8930	-0.6079	0.4335
121	1	0.6702	1.6958	0.5263
122	1	-0.5655	-0.2557	0.8452
123	1	-0.2523	-0.0072	-1.5379
124	1	0.1469	0.4496	1.0360
125	1	0.4897	0.2443	-1.5810
126	1	-0.2379	-1.1516	-0.9204
127	1	1.0417	1.4714	-0.3220
128	1	0.9746	-1.2274	-1.1300
129	1	-0.2524	-0.3149	1.9548
130	1	-0.5891	-0.8487	0.6577
131	1	0.8850	-0.6018	0.9031
132	1	1.0459	-1.7543	2.2316
133	1	-1.2166	0.2177	1.2157
134	1	-0.5185	-1.0391	-0.2817
135	1	0.9837	-0.2087	-2.7480
136	1	0.6610	0.6555	0.8773
137	1	0.4686	0.3068	-0.0648
138	1	-0.2011	-0.1217	-0.2897
139	1	0.5989	-0.0118	-1.7338
140	1	0.6902	0.0057	0.8317
141	1	-1.2509	1.8474	0.4955
142	1	0.1966	0.7818	-0.7195
143	1	1.1044	-0.8506	-0.9306
144	1	1.2315	-0.8366	0.1259
145	1	-1.0459	2.6776	-1.9758
146	1	-0.9596	-1.1228	1.0657
147	1	0.8641	-0.3339	1.0993
148	1	2.8379	-1.0716	0.0815
149	1	-0.6309	0.9499	0.0926
150	1	1.2984	-0.0487	1.1231
151	1	1.5014	0.1869	0.2999
152	1	-0.3143	1.0440	-1.5079
153	1	-0.5571	-0.4690	-0.4039
154	1	0.4190	1.4889	0.5390
155	1	1.1326	-1.5912	-0.3283
156	1	-0.1024	0.3583	0.8114
157	1	1.1494	-1.3975	1.2853
158	1	0.2230	-0.8448	-1.3597
159	1	0.5446	0.4135	0.1988
160	1	0.1918	-0.9340	-0.9393
161	1	-1.7740	0.7592	0.7796
162	1	-0.5269	0.4776	-0.4948
163	1	0.3695	0.9667	-0.9719
164	1	1.2209	0.0117	0.0514
165	1	0.5001	1.9878	0.3164
166	1	0.9075	0.8639	-1.0363
167	1	-0.1999	0.1391	2.0419
168	1	-1.5535	1.5855	-0.3663
169	1	-0.8624	2.4584	-1.2489
170	1	-0.8004	-1.4472	-1.1770
171	1	0.5528	0.0634	0.8288
172	1	0.1347	-0.4827	-0.8033
173	1	-0.6738	-0.6960	-0.2314
174	1	1.8445	0.9969	-0.1921
175	1	-0.5894	-1.0911	1.9009
176	1	0.4383	-0.1467	1.0324
177	1	0.0318	-1.5373	0.3785
178	1	-0.5833	1.8163	-0.3981
179	1	0.7399	0.2064	0.1109
180	1	1.0719	-0.4630	0.0249
181	1	1.1787	1.2963	-0.1011
182	1	-0.7490	-0.1611	-0.0177
183	1	1.6445	2.2285	-0.3193
184	1	0.8859	-1.0154	-0.1927
185	1	0.3450	0.3794	0.7848
186	1	-0.2548	-0.3666	0.5408
187	1	-0.0650	2.2240	0.3721
188	1	1.8732	-0.6365	1.4232
189	1	-1.8750	-1.1640	-0.4015
190	1	1.4582	3.1459	0.6211
191	1	1.0191	0.5217	1.0328
192	1	1.3810	0.7066	0.6613
193	1	0.3357	0.5037	0.4074
194	1	-1.5262	0.3595	-0.3669
195	1	-1.5628	-0.0484	1.3805
196	1	0.1180	-0.2278	-1.1160
197	1	0.1330	-0.4956	1.1033
198	1	-1.4908	1.4916	0.1812
199	1	0.0035	-1.6195	-0.4535
200	1	-1.5701	0.5513	0.4718
