149	15	57	4	4	1
150	7	27	4	1	1
151	7	37	3	4	1
152	0.75	22	3	2	1
153	4	32	3	2	1
154	15	37	3	4	1
155	0.75	22	3	2	1
156	15	42	3	4	1
157	15	52	1	5	1
158	15	37	2	4	1
159	7	27	3	4	1
160	4	32	5	2	1
161	4	27	5	2	1
162	4	27	5	2	1
163	15	37	5	5	1
164	15	47	4	5	1
165	10	32	4	3	1
166	1.5	27	2	4	1
167	15	57	2	2	1
168	1.5	22	4	4	1
169	15	42	4	3	1
170	15	57	2	4	1
171	15	57	5	4	1
172	0.125	22	5	4	1
173	10	32	5	4	1
174	15	42	4	3	1
175	1.5	27	5	2	1
176	0.125	32	2	2	1
177	4	27	4	3	1
178	10	27	4	2	1
179	7	32	3	4	1
180	15	37	4	4	1
181	15	42	2	5	1
182	1.5	32	5	4	1
183	4	32	3	3	1
184	7	37	5	4	1
185	0.417	22	5	3	1
186	7	27	5	4	1
187	0.75	27	5	3	1
188	4	27	5	2	1
189	10	32	5	4	1
190	15	32	5	1	1
191	0.75	22	5	3	1
192	7	27	4	4	1
193	0.417	27	4	4	1
194	15	37	4	4	1
195	15	37	3	2	1
196	4	22	4	1	1
197	15	37	3	4	1
198	1.5	22	5	2	1
199	15	52	2	4	1
200	1.5	22	5	4	1
201	4	32	5	5	1
202	4	32	5	2	1
203	1.5	22	5	3	1
204	0.75	27	3	2	1
205	7	22	2	2	1
206	0.75	27	3	2	1
207	15	37	2	4	1
208	1.5	22	5	1	1
209	10	37	4	2	1
210	15	37	3	4	1
211	15	42	3	3	1
212	4	22	5	2	1
213	7	52	2	2	1
214	0.75	27	5	2	1
215	4	27	5	2	1
216	1.5	42	5	5	1
217	1.5	22	5	4	1
218	4	22	3	4	1
219	4	22	4	1	1
220	15	37	5	5	1
221	10	37	3	3	1
222	15	42	5	4	1
223	15	47	5	4	1
224	1.5	22	4	4	1
225	10	32	4	3	1
226	7	22	5	1	1
227	10	32	4	4	1
228	1.5	27	4	2	1
229	15	37	5	4	1
230	4	42	5	3	1
231	15	37	4	5	1
232	7	32	5	4	1
233	15	42	5	4	1
234	4	27	4	4	1
235	0.75	22	5	4	1
236	4	27	3	4	1
237	0.75	22	5	5	1
238	15	52	5	5	1
239	10	32	5	3	1
240	15	37	4	4	1
241	7	32	4	2	1
242	15	42	4	3	1
243	15	32	5	1	1
244	4	27	5	3	1
245	15	32	4	4	1
246	0.75	22	4	3	1
247	1.5	22	3	3	1
248	15	42	5	4	1
249	15	52	4	3	1
250	15	37	4	5	1
251	15	47	3	4	1
252	15	57	4	2	1
253	7	32	5	4	1
254	7	27	4	4	1
255	1.5	22	5	1	1
256	4	22	4	3	1
257	1.5	22	5	2	1
258	15	42	4	2	1
259	15	57	4	4	1
260	7	27	5	2	1
261	4	22	5	3	1
262	15	37	3	4	1
263	7	32	4	1	1
264	1.5	22	5	2	1
265	1.5	22	3	3	1
266	15	52	5	2	1
267	15	37	1	2	1
268	10	32	5	2	1
269	15	42	5	4	1
270	4	27	5	3	1
271	15	37	5	4	1
272	1.5	27	5	3	1
273	0.125	22	3	2	1
274	10	32	3	2	1
275	4	27	4	4	1
276	7	27	1	2	1
277	4	32	3	5	1
278	15	37	5	2	1
279	15	47	4	4	1
280	1.5	27	5	1	1
281	15	37	4	4	1
282	15	32	4	4	1
283	7	32	4	4	1
284	15	42	3	3	1
285	7	27	4	3	1
286	1.5	27	2	3	1
287	1.5	22	5	3	1
288	4	27	2	3	1
289	7	27	2	3	1
290	15	37	4	2	1
291	7	37	4	3	1
292	1.5	22	5	2	1
293	15	37	4	5	1
294	1.5	22	3	4	1
295	10	32	5	4	1
296	4	27	3	2	1
297	0.417	22	5	4	1
298	4	27	5	2	1
299	15	37	3	4	1
300	10	37	4	5	1
301	7	27	2	2	1
302	4	32	5	2	1
303	4	32	4	2	1
304	1.5	22	5	3	1
305	4	22	4	4	1
306	0.75	17.5	4	2	1
307	10	32	5	4	1
308	0.75	32	3	5	1
309	15	37	3	4	1
310	4	32	5	3	1
311	1.5	27	2	2	1
312	7	22	5	4	1
313	15	47	5	5	1
314	4	27	4	1	1
315	15	37	3	5	1
316	4	42	5	4	1
317	4	32	5	2	1
318	15	52	4	2	1
319	1.5	22	4	2	1
320	15	52	4	4	1
321	0.417	22	5	3	1
322	1.5	22	5	2	1
323	4	27	4	4	1
324	15	32	5	4	1
325	1.5	27	5	2	1
326	4	32	5	1	1
327	15	37	4	3	1
328	10	32	5	2	1
329	10	32	5	5	1
330	1.5	37	3	4	1
331	1.5	32	4	2	1
332	10	32	4	4	1
333	15	47	4	4	1
334	10	27	5	5	1
335	4	27	5	3	1
336	15	37	2	4	1
337	0.75	27	5	4	1
338	15	37	5	4	1
339	15	32	5	3	1
340	10	27	5	2	1
341	7	27	5	2	1
342	15	37	3	2	1
343	1.5	27	4	2	1
344	0.75	22	5	2	1
345	4	22	4	4	1
346	0.125	42	4	4	1
347	1.5	27	5	4	1
348	7	27	3	3	1
349	15	52	3	4	1
350	1.5	27	2	5	1
351	1.5	27	5	2	1
352	1.5	27	5	3	1
353	0.125	22	4	5	1
354	4	27	5	4	1
355	4	27	5	4	1
356	15	47	5	2	1
357	15	32	3	3	1
358	7	42	5	2	1
359	0.75	22	4	4	1
360	0.125	27	5	3	1
361	10	32	5	3	1
362	0.417	22	5	5	1
363	15	47	4	5	1
364	10	32	5	3	1
365	15	57	5	4	1
366	4	27	5	3	1
367	7	32	5	4	1
368	10	37	5	4	1
369	10	32	4	1	1
370	4	22	4	3	1
371	7	27	2	4	1
372	15	57	2	5	1
373	7	32	5	2	1
374	1.5	27	3	4	1
375	1.5	22	5	4	1
376	1.5	22	4	4	1
377	7	32	5	3	1
378	15	47	4	3	1
379	0.75	22	5	3	1
380	1.5	22	5	2	1
381	4	27	5	1	1
382	15	52	5	4	1
383	10	32	5	4	1
384	15	47	4	4	1
385	7	27	2	2	1
386	1.5	22	5	4	1
387	10	32	4	2	1
388	0.75	22	4	2	1
389	1.5	22	5	2	1
390	15	42	4	3	1
391	7	27	5	5	1
392	15	42	4	4	1
393	15	57	2	3	1
394	15	42	2	3	1
395	7	32	2	2	1
396	4	22	5	5	1
397	1.5	22	5	1	1
398	0.75	22	5	1	1
399	15	32	5	4	1
400	1.5	22	3	2	1
401	4	27	5	5	1
402	4	27	5	4	1
403	15	42	4	5	1
404	1.5	32	3	2	1
405	15	57	1	4	1
406	7	37	5	4	1
407	15	52	4	2	1
408	15	47	5	4	1
409	7	27	4	2	1
410	7	27	5	4	1
411	4	22	3	2	1
412	7	37	5	2	1
413	7	27	3	4	1
414	10	42	4	4	1
415	1.5	22	5	3	1
416	4	22	3	2	1
417	15	57	5	4	1
418	15	37	3	4	1
419	7	27	5	3	1
420	10	17.5	5	4	1
421	4	22	5	4	1
422	4	27	4	2	1
423	15	37	1	2	1
424	1.5	22	4	5	1
425	7	27	4	2	1
426	4	27	5	4	1
427	0.125	22	5	1	1
428	7	27	4	4	1
429	15	32	3	5	1
430	10	32	4	4	1
431	15	32	4	2	1
432	1.5	22	5	3	1
433	4	27	4	4	1
434	15	52	5	5	1
435	7	27	2	2	1
436	7	27	4	3	1
437	15	42	4	2	1
438	15	42	4	4	1
439	7	27	3	4	1
440	7	27	2	2	1
441	15	42	3	3	1
442	4	27	5	3	1
443	7	27	4	3	1
444	1.5	22	5	2	1
445	4	27	4	4	1
446	4	22	5	4	1
447	1.5	22	5	2	1
448	15	47	4	4	1
449	10	37	2	2	1
450	15	37	4	3	1
451	4	27	4	2	1
452	1.5	27	4	3	1
453	4	27	5	3	1
454	15	37	2	5	1
455	10	32	2	3	1
456	0.125	22	5	4	1
457	1.5	22	5	2	1
458	15	37	2	4	1
459	1.5	22	4	2	1
460	15	37	4	2	1
461	15	32	2	4	1
462	15	37	2	4	1
463	15	42	4	3	1
464	15	42	1	5	1
465	10	37	2	2	1
466	15	32	2	3	1
467	4	27	5	1	1
468	10	37	3	2	1
469	4	27	5	3	1
470	15	42	5	4	1
471	15	47	5	5	1
472	4	27	4	3	1
473	7	27	4	5	1
474	1.5	27	4	3	1
475	7	27	2	4	1
476	15	42	4	4	1
477	10	27	3	4	1
478	1.5	27	2	2	1
479	4	32	4	4	1
480	7	27	3	3	1
481	10	32	4	4	1
482	4	27	2	2	1
483	0.75	17.5	5	5	1
484	10	32	5	4	1
485	7	32	4	2	1
486	15	37	4	2	1
487	10	37	3	1	1
488	10	32	5	2	1
489	15	52	4	2	1
490	15	42	3	1	1
491	15	52	3	2	1
492	15	37	5	3	1
493	4	22	4	3	1
494	7	27	2	1	1
495	4	27	5	3	1
496	15	47	5	4	1
497	15	42	1	4	1
498	4	27	4	3	1
499	7	32	5	4	1
500	0.417	32	4	3	1
501	15	47	4	5	1
502	15	37	4	2	1
503	4	22	4	2	1
504	4	27	5	2	1
505	15	52	3	5	1
506	4	27	3	3	1
507	10	27	4	4	1
508	7	32	4	3	1
509	7	32	1	2	1
510	1.5	22	2	1	1
511	4	22	4	3	1
512	15	42	4	4	1
513	15	57	4	1	1
514	4	32	2	3	1
515	4	27	4	1	1
516	7	32	4	4	1
517	15	57	4	1	1
518	15	42	2	4	1
519	10	37	3	1	1
520	15	42	1	3	1
521	15	52	4	3	1
522	7	27	3	3	1
523	7	32	2	2	1
524	4	22	5	4	1
525	7	27	4	3	1
526	15	37	5	1	1
527	15	32	3	3	1
528	7	27	5	2	1
529	7	32	3	3	1
530	1.5	32	4	2	1
531	15	42	2	4	1
532	10	32	4	3	1
533	4	37	3	1	1
534	4	27	3	2	1
535	15	42	3	3	1
536	10	27	5	5	1
537	10	37	2	2	1
538	7	27	3	1	1
539	7	27	2	4	1
540	10	32	4	2	1
541	0.75	17.5	3	2	1
542	15	32	4	3	1
543	7	22	3	4	1
544	7	32	5	4	1
545	4	27	2	2	1
546	1.5	22	3	5	1
547	15	32	1	3	1
548	15	42	2	2	1
549	15	42	4	3	1
550	10	32	2	2	1
551	15	32	1	3	1
552	15	57	5	5	1
553	15	47	4	4	1
554	15	42	3	2	1
555	15	37	3	3	1
556	15	37	2	5	1
557	10	27	4	2	1
558	15	37	4	2	1
559	15	32	2	1	1
560	10	32	3	3	1
561	15	37	1	4	1
562	1.5	27	5	2	1
563	15	47	2	2	1
564	15	37	4	2	1
565	4	27	5	2	1
566	10	27	5	4	1
567	4	22	3	3	1
568	7	52	5	4	1
569	4	27	5	1	1
570	15	37	4	2	1
571	4	27	1	1	1
572	0.75	17.5	5	2	1
573	15	32	4	5	1
574	4	22	5	1	1
575	4	32	4	4	1
576	1.5	22	2	3	1
577	15	42	4	2	1
578	7	32	4	4	1
579	15	37	2	3	1
580	15	42	3	3	1
581	4	27	4	1	1
582	15	37	3	4	1
583	15	37	4	3	1
584	1.5	22	3	2	1
585	4	32	2	3	1
586	15	32	5	5	1
587	15	52	5	1	1
588	15	47	5	1	1
589	15	32	4	4	1
590	15	32	2	3	1
591	7	27	2	4	1
592	15	42	2	3	1
593	15	42	2	2	1
594	7	27	4	2	1
595	10	32	3	4	1
596	15	47	2	3	1
597	1.5	22	5	1	1
598	10	32	4	2	1
599	10	32	5	2	1
600	7	22	2	3	1
601	15	32	5	3	1
